onset	duration	trial_type
0	15	discard
15	42.5	static
45	120	motion
57.5	10	incoherent
67.5	8.5	coherent
76	3.5	incoherent
79.5	5	coherent
84.5	8.5	incoherent
93	5.5	coherent
98.5	6	incoherent
104.5	2	coherent
106.5	3	incoherent
109.5	17	coherent
126.5	3	incoherent
129.5	5	coherent
134.5	2.5	incoherent
137	5.5	coherent
142.5	6	incoherent
148.5	0.5	coherent
149	2.5	incoherent
151.5	3	coherent
154.5	5.5	incoherent
160	5	coherent
165	15	mae
180	30	static
210	4.5	coherent
210	120	motion
214.5	3.5	incoherent
218	2	coherent
220	3	incoherent
223	4.5	coherent
227.5	14	incoherent
241.5	10	coherent
251.5	5	incoherent
256.5	4	coherent
260.5	9	incoherent
269.5	7.5	coherent
277	9.5	incoherent
286.5	8	coherent
294.5	4.5	incoherent
299	8	coherent
307	4.5	incoherent
311.5	1.5	coherent
313	6.5	incoherent
319.5	7.5	coherent
327	3	incoherent
330	15	mae
345	30	static
375	15	discard
