subject	tr	run	timecourse
sub-01	0.5	AA	"[[-0.44485015 -0.40461138 -0.68043756 -0.51107574]
 [-0.38182402 -0.34056813 -0.49352288 -0.36004147]
 [-0.31721926 -0.27541384 -0.3165004  -0.21744664]
 ...
 [ 0.1863527   0.25822264 -0.07892521 -0.04850046]
 [ 0.14836836  0.21430123 -0.09732324 -0.05291277]
 [ 0.10567765  0.16312025 -0.11527045 -0.05651091]]"
sub-01	0.5	UA	"[[-0.61327916 -0.76063555 -0.60919625 -0.41129968]
 [-0.4458184  -0.5662208  -0.43082833 -0.2973186 ]
 [-0.2867583  -0.3807976  -0.26190433 -0.18847509]
 ...
 [ 0.12444061  0.19906875  0.11208993  0.06100147]
 [ 0.06094687  0.07238254  0.12962985  0.06364037]
 [-0.00181636 -0.05786381  0.1481423   0.06684036]]"
sub-01	0.75	AA	"[[-0.02284886 -0.21764947 -0.26108494 -0.18524922]
 [-0.08278927 -0.16640514 -0.16423877 -0.11680245]
 [-0.1288224  -0.11654247 -0.0752539  -0.05075795]
 ...
 [-0.23805188 -0.2313599  -0.00320483  0.00313811]
 [-0.10836232 -0.11513627  0.05595478  0.04024711]
 [ 0.04729296  0.02174696  0.1240136   0.08394252]]"
sub-01	0.75	UA	"[[ 0.29615146  0.14547643 -0.36369002 -0.28599945]
 [ 0.18676871  0.11031361 -0.23095049 -0.19016635]
 [ 0.09448136  0.08330085 -0.11311819 -0.10299666]
 ...
 [-0.01714432  0.03658199  0.13148798  0.06310072]
 [-0.03544682  0.01265894  0.05558915  0.02054077]
 [-0.06300661 -0.02373653 -0.03805371 -0.03208245]]"
sub-01	1.0	AA	"[[-0.1778471  -0.26660693 -0.23488899 -0.25548685]
 [-0.25947127 -0.24633867 -0.17442115 -0.18994486]
 [-0.32661992 -0.22032502 -0.13778408 -0.1471652 ]
 ...
 [ 0.6946648   0.5358689   0.26395813  0.2841987 ]
 [ 0.4043859   0.32733196  0.10214809  0.1377068 ]
 [ 0.02160447  0.0482768  -0.09012253 -0.0424754 ]]"
sub-01	1.0	UA	"[[ 0.00193185 -0.03330385 -0.19443564 -0.06299692]
 [-0.05906035 -0.05945559 -0.21775511 -0.12808704]
 [-0.10471485 -0.07397061 -0.21818799 -0.16816245]
 ...
 [-0.35362303 -0.3369635   0.14010508  0.13147634]
 [-0.27776876 -0.23349042  0.06048509  0.05231058]
 [-0.17819089 -0.1034004  -0.04894141 -0.05767643]]"
sub-01	2.5	AA	"[[ 3.12415371e-03  1.20395585e-03  1.21396210e-03  6.70464523e-03]
 [ 3.80359918e-01  2.08030894e-01 -2.91364253e-01 -2.76828170e-01]
 [ 3.39213639e-01  1.67579576e-01 -1.73850060e-01 -1.49701416e-01]
 [ 5.01715913e-02  4.31364737e-02  7.83739313e-02  1.12374142e-01]
 [-7.62524903e-02  6.39205575e-02  9.29414779e-02  1.39977306e-01]
 [-2.11169645e-02  1.19959950e-01  3.88134383e-02  1.06097445e-01]
 [-5.76232746e-02  5.18017868e-03  1.44835025e-01  2.22739249e-01]
 [-2.37771213e-01 -2.19880372e-01  1.88797787e-01  2.34638810e-01]
 [-3.36968869e-01 -3.22121561e-01 -4.48365584e-02 -6.53940663e-02]
 [-2.20472664e-01 -1.87761679e-01 -3.07305843e-01 -3.69546026e-01]
 [-4.65498902e-02  3.37978937e-02 -3.30684632e-01 -3.76601368e-01]
 [-8.99756178e-02  4.17107381e-02 -2.94025630e-01 -2.86694914e-01]
 [-3.55447680e-01 -2.16078416e-01 -3.81117404e-01 -3.18191290e-01]
 [-4.60986197e-01 -3.65178853e-01 -2.87989169e-01 -2.17770204e-01]
 [-1.68958858e-01 -1.76236957e-01  2.26930872e-01  2.16724098e-01]
 [ 1.37659460e-01 -1.33940093e-02  6.68573022e-01  5.74899554e-01]
 [ 1.01361424e-02 -1.70557782e-01  4.58437473e-01  4.16306168e-01]
 [-2.65055507e-01 -2.44846612e-01 -2.69539617e-02  4.06558290e-02]
 [-1.07459307e-01  1.40355915e-01  1.87897328e-02  2.06488818e-02]
 [ 3.56211364e-01  5.66564202e-01  4.97097462e-01  2.80335009e-01]
 [ 5.23573399e-01  5.03966451e-01  6.04239643e-01  3.08175951e-01]
 [ 3.25988084e-01  1.77211225e-01  1.86376542e-01  2.60577705e-02]
 [ 1.82427421e-01  5.75918630e-02 -1.63971603e-01 -2.05739886e-01]
 [ 1.65857837e-01  6.02770001e-02 -2.12710187e-01 -2.28278920e-01]
 [ 5.20229414e-02 -7.60789290e-02 -2.37242907e-01 -1.51425138e-01]
 [-3.18316557e-02 -1.37987599e-01 -2.51783758e-01 -1.51924407e-02]
 [ 1.48084879e-01  1.16395600e-01 -7.27710277e-02  1.36256456e-01]
 [ 2.92582750e-01  3.16727519e-01  7.34780654e-02  1.09378450e-01]
 [ 2.10012533e-02  5.61344437e-02 -9.91180092e-02 -1.19839594e-01]
 [-3.17309856e-01 -2.86343485e-01 -2.73648411e-01 -2.19886214e-01]
 [-1.41200170e-01 -1.22154005e-01 -5.01593156e-03  3.54728065e-02]
 [ 3.01480800e-01  2.69797027e-01  4.33184385e-01  3.48819882e-01]
 [ 2.32691571e-01  1.21813409e-01  3.88307810e-01  2.62253881e-01]
 [-3.92231673e-01 -5.22706985e-01 -1.29900619e-01 -1.57404631e-01]
 [-7.22072899e-01 -7.67616928e-01 -3.96885574e-01 -3.57063979e-01]
 [-2.67554820e-01 -2.31230825e-01 -6.23589680e-02 -1.07107893e-01]
 [ 3.59902471e-01  3.40046257e-01  3.29383940e-01  1.67818233e-01]
 [ 3.88239712e-01  2.08149716e-01  2.73595065e-01  1.32404864e-01]
 [ 6.24830741e-03 -2.75460362e-01  1.06008247e-01  6.43241778e-02]
 [-9.97993499e-02 -3.27951252e-01  2.65771002e-01  2.27220923e-01]
 [ 1.16854921e-01  4.90928888e-02  4.50259924e-01  3.50555480e-01]
 [ 1.88583165e-01  2.51595080e-01  2.56379455e-01  2.02863082e-01]
 [ 6.04003035e-02  1.07746132e-01 -1.44208036e-02  4.53039072e-02]
 [ 5.48346788e-02 -3.90176773e-02  5.61290756e-02  9.54817608e-02]
 [ 1.63439512e-01 -3.98414358e-02  2.29218736e-01  1.31584615e-01]
 [ 1.15663104e-01 -3.85582708e-02  6.81419596e-02 -5.51112331e-02]
 [-1.00887023e-01 -8.06650445e-02 -3.24834943e-01 -2.99985349e-01]
 [-3.35105985e-01 -1.50858849e-01 -5.06248891e-01 -3.56160492e-01]
 [-5.31719327e-01 -2.90390998e-01 -3.08319718e-01 -2.19054073e-01]
 [-5.76070786e-01 -3.80228311e-01  1.58215296e-02 -6.92813396e-02]
 [-3.50726724e-01 -2.53900051e-01  1.31154612e-01 -4.50542644e-02]
 [-5.88960759e-02 -6.99640960e-02 -3.18831811e-03 -9.58264992e-02]
 [ 2.29104590e-02 -3.67048122e-02 -1.44795001e-01 -7.95641690e-02]
 [ 1.01361424e-02  2.13147718e-02 -1.50104433e-01 -5.30190067e-03]
 [ 1.15315974e-01  2.57535666e-01 -1.28366500e-01 -1.50616765e-02]
 [ 1.75704703e-01  3.74580771e-01 -1.38405025e-01 -1.02150746e-01]
 [-2.46113874e-02  1.44609362e-01 -4.71644290e-02 -8.64709020e-02]
 [-3.08168828e-01 -1.32926241e-01  1.63111165e-01  7.59503171e-02]
 [-3.82731944e-01 -1.53393477e-01  2.52230644e-01  1.88217461e-01]
 [-2.40062267e-01 -9.09937173e-02  5.75831607e-02  9.10001025e-02]
 [-5.30527569e-02 -1.99405193e-01 -2.53718078e-01 -1.25319809e-01]
 [ 4.19677980e-02 -3.55135292e-01 -3.95351470e-01 -2.48797029e-01]
 [ 2.26096157e-02 -2.73329675e-01 -2.77937293e-01 -1.79587007e-01]
 [ 3.26531902e-02  7.29502216e-02 -6.26391172e-02 -1.18638938e-02]
 [ 2.03012109e-01  3.86255980e-01  3.02890223e-02  7.37392083e-02]
 [ 3.45762789e-01  3.51951152e-01 -2.68805921e-02  1.85091011e-02]
 [ 1.83272108e-01  4.38731052e-02 -5.54487221e-02 -4.86086793e-02]
 [-1.04693860e-01 -1.00862995e-01  3.43844779e-02 -1.04254857e-02]
 [-7.34060332e-02  1.22090638e-01  1.10790730e-01  7.95047358e-02]
 [ 2.24487782e-01  3.57250154e-01  8.23693350e-02  1.09378450e-01]
 [ 2.67693669e-01  2.23064512e-01  4.92521785e-02  5.55154160e-02]
 [-6.59312159e-02 -1.15310460e-01  1.01639315e-01 -1.62504446e-02]
 [-3.10274720e-01 -2.55603015e-01  1.96868643e-01 -5.56342909e-03]
 [-2.01207057e-01 -1.73100337e-01  2.66764849e-01  1.12100728e-01]
 [ 3.83808054e-02 -8.26610774e-02  2.80738771e-01  2.01163143e-01]
 [ 2.56863296e-01  6.98848888e-02  2.43546158e-01  1.40155613e-01]
 [ 4.59516704e-01  3.84061933e-01  2.05306366e-01  3.99306789e-02]
 [ 4.07378048e-01  4.80378419e-01  1.72749490e-01  6.03299178e-02]
 [-9.11558568e-02 -5.38611859e-02  5.12532145e-02  1.14133514e-01]
 [-6.74794018e-01 -8.31450343e-01 -1.42040238e-01  5.12358546e-02]
 [-8.76498580e-01 -1.05897427e+00 -1.60369739e-01 -1.53113184e-02]
 [-7.63438940e-01 -6.65122271e-01  7.70999342e-02  7.00896978e-02]
 [-6.39248073e-01 -3.08672130e-01  2.00550556e-01  1.33807614e-01]
 [-5.07802248e-01 -3.36806655e-01 -7.50455409e-02 -5.32448702e-02]
 [-2.28410333e-01 -3.91697556e-01 -3.94631088e-01 -2.90302813e-01]
 [ 1.43468082e-01 -7.52234831e-02 -2.68519074e-01 -2.07344726e-01]
 [ 4.66829538e-01  4.89075392e-01  1.29080191e-01  1.05193980e-01]
 [ 6.89327121e-01  8.55299830e-01  2.40911454e-01  2.10613832e-01]
 [ 7.14540184e-01  7.50365555e-01 -2.01971289e-02  4.87394427e-04]
 [ 3.99000704e-01  3.12561214e-01 -2.53051072e-01 -2.00984806e-01]
 [-1.10224761e-01 -5.59997931e-02 -2.32080206e-01 -1.78517118e-01]
 [-3.50611031e-01 -8.42610747e-02 -1.15933388e-01 -7.69726560e-02]
 [-1.22270115e-01  9.79481488e-02 -9.64699686e-02 -9.48873758e-02]
 [ 1.88421160e-01  1.60110295e-01 -1.78752601e-01 -2.04253942e-01]
 [ 1.70405224e-01  3.54137309e-02 -2.48215228e-01 -2.22251862e-01]
 [ 1.11081020e-03 -3.67523381e-03 -1.83001459e-01 -5.92481419e-02]
 [ 7.44589865e-02  1.57900393e-01  2.90150288e-03  1.21753514e-01]
 [ 2.50846386e-01  1.82050809e-01  8.76654088e-02  6.41220883e-02]
 [ 7.03281686e-02 -1.96355700e-01 -9.91780460e-02 -2.07903445e-01]
 [-3.95992249e-01 -6.13059103e-01 -3.58305603e-01 -3.59132409e-01]
 [-5.82504213e-01 -5.43831646e-01 -3.25028360e-01 -2.03398004e-01]
 [-3.27098876e-01 -1.21995583e-01  1.30734383e-03  3.77076864e-02]
 [-6.51096776e-02  8.67481902e-02  2.13597313e-01  7.09812716e-02]
 [-5.05997166e-02 -4.50612195e-02  4.81782891e-02 -9.35678408e-02]
 [-3.24564837e-02 -1.56989515e-01 -2.70953685e-01 -2.33818561e-01]
 [ 1.48674995e-01 -8.55363160e-02 -3.67316931e-01 -2.12563410e-01]
 [ 2.40432546e-01 -1.84553768e-02 -1.79299548e-01 -5.86062074e-02]
 [ 8.02444667e-02 -3.06691919e-02  8.10886770e-02  1.43507943e-01]
 [-6.01341724e-02  5.15483208e-02  2.40024343e-01  3.07355672e-01]
 [ 9.08897221e-02  3.07808757e-01  2.25736916e-01  3.26304615e-01]
 [ 3.27862561e-01  5.25368333e-01  1.00185229e-02  1.44078553e-01]
 [ 2.45639473e-01  4.18366760e-01 -2.87969172e-01 -1.30181864e-01]
 [-1.13742337e-01  2.92196926e-02 -4.02315050e-01 -2.77470082e-01]
 [-2.76811570e-01 -2.13377431e-01 -2.37376288e-01 -1.95183635e-01]
 [-1.03513613e-01 -7.91046545e-02 -4.05343324e-02 -2.62598619e-02]
 [-6.14648275e-02  3.80830243e-02 -6.18587062e-02  9.83110256e-03]
 [-4.01580989e-01 -2.39278302e-01 -1.88344225e-01 -8.96805748e-02]
 [-5.96539795e-01 -5.38398027e-01 -1.39198765e-01 -1.09105021e-01]
 [-1.74119487e-01 -3.33495796e-01  9.74771604e-02  5.26385978e-02]
 [ 3.95737678e-01  1.09670885e-01  2.72401094e-01  2.16236711e-01]
 [ 3.68522823e-01  1.66011259e-01  2.46841207e-01  1.89810410e-01]
 [-1.27743155e-01 -1.37005433e-01  1.16313584e-01  3.46644446e-02]
 [-3.48956376e-01 -2.52284199e-01  1.06321741e-02 -5.68230562e-02]
 [-3.93874757e-02  4.23047915e-02 -2.29452201e-03  3.31665971e-03]
 [ 3.63651484e-01  4.44893390e-01  1.33442461e-01  1.82333067e-01]
 [ 4.41662729e-01  5.47910869e-01  3.76121491e-01  3.87145728e-01]
 [ 2.47803241e-01  2.40807027e-01  5.00472605e-01  4.62442219e-01]
 [ 1.31376430e-01 -1.06272869e-01  3.14542919e-01  2.88050115e-01]
 [ 3.29181641e-01  3.62216458e-02 -5.42414300e-02 -3.74818221e-02]
 [ 6.92694247e-01  6.09566033e-01 -2.48355329e-01 -2.33949319e-01]
 [ 8.10810387e-01  8.76511633e-01 -9.77039486e-02 -1.58498302e-01]
 [ 4.58359629e-01  4.10208374e-01  1.44054621e-01  1.11744099e-03]
 [-1.38712421e-01 -2.60117829e-01  1.38611794e-01  4.24389821e-03]
 [-5.28907657e-01 -4.15119261e-01 -1.51278367e-02 -6.28025532e-02]
 [-4.98082638e-01 -1.53147936e-01  3.11427973e-02  1.71657950e-02]
 [-3.11732650e-01 -1.31025255e-01  1.85329333e-01  1.10923834e-01]
 [-4.07308608e-01 -5.41693032e-01  6.12383895e-02 -4.08103690e-02]
 [-7.34870315e-01 -8.53153229e-01 -1.51878670e-01 -1.93531245e-01]
 [-6.93180203e-01 -5.82223594e-01  1.17027283e-01  9.36986059e-02]
 [-5.80976829e-02  2.58137640e-02  6.42839670e-01  5.57186902e-01]
 [ 4.92667466e-01  3.37527454e-01  5.31308532e-01  4.87156689e-01]
 [ 3.73232216e-01  2.05385387e-01 -2.66624779e-01 -1.01366147e-01]
 [ 2.35237200e-02  8.08313861e-02 -7.67717719e-01 -4.69699651e-01]
 [ 9.78438631e-02  2.40537703e-01 -5.29334188e-01 -3.45503211e-01]
 [ 3.97091508e-01  4.52402294e-01 -1.54446676e-01 -1.53089404e-01]
 [ 4.19296086e-01  5.14136732e-01 -3.57385129e-02 -7.93739706e-02]
 [ 2.63447136e-01  5.18508971e-01  5.41213676e-02  5.47902659e-02]
 [ 2.36232296e-01  4.84164536e-01  3.80130261e-02  8.19298178e-02]
 [ 2.51610070e-01  3.13480020e-01 -3.58318925e-01 -2.59198725e-01]
 [ 2.12685436e-01  1.60688505e-01 -6.38470709e-01 -5.38844287e-01]
 [ 3.08400244e-01  2.74121761e-01 -1.22023210e-01 -1.85186118e-01]
 [ 4.91394609e-01  4.46731001e-01  7.14470088e-01  4.52741891e-01]
 [ 3.47151309e-01  1.98811129e-01  8.20518374e-01  5.75065970e-01]
 [-1.44810304e-01 -3.81606489e-01  1.92833230e-01  1.52958632e-01]
 [-3.86180073e-01 -5.78627527e-01 -2.21388012e-01 -1.46123230e-01]
 [-8.23966563e-02 -1.04427338e-01 -7.20373122e-03 -2.17900984e-02]]"
