onset	duration	trial_type
0	15	discard
15	31	static
45	120	motion
46	4.5	coherent
50.5	3.5	incoherent
54	2	coherent
56	3.5	incoherent
59.5	2.5	coherent
62	3	incoherent
65	2.5	coherent
67.5	3.5	incoherent
71	2.5	coherent
73.5	2	incoherent
75.5	2	coherent
77.5	4	incoherent
81.5	1.5	coherent
83	2.5	incoherent
85.5	2.5	coherent
88	2	incoherent
90	2	coherent
92	2.5	incoherent
94.5	2.5	coherent
97	2.5	incoherent
99.5	2	coherent
101.5	2.5	incoherent
104	3.5	coherent
107.5	2	incoherent
109.5	1.5	coherent
111	2	incoherent
113	2.5	coherent
115.5	5.5	incoherent
121	2.5	coherent
123.5	6	incoherent
129.5	4	coherent
133.5	3.5	incoherent
137	2	coherent
139	2.5	incoherent
141.5	3.5	coherent
145	2.5	incoherent
147.5	1.5	coherent
149	2	incoherent
151	2	coherent
153	2.5	incoherent
155.5	2	coherent
157.5	2.5	incoherent
160	5	coherent
165	15	mae
180	30	static
210	4.5	coherent
210	120	motion
214.5	3.5	incoherent
218	2.5	coherent
220.5	2	incoherent
222.5	2.5	coherent
225	4.5	incoherent
229.5	3.5	coherent
233	2.5	incoherent
235.5	2.5	coherent
238	1.5	incoherent
239.5	2.5	coherent
242	6.5	incoherent
248.5	3.5	coherent
252	3	incoherent
255	3.5	coherent
258.5	5	incoherent
263.5	12.5	coherent
276	6	incoherent
282	8	coherent
290	6.5	incoherent
296.5	6.5	coherent
303	5	incoherent
308	10	coherent
318	7.5	incoherent
325.5	4.5	coherent
330	15	mae
345	30	static
375	15	discard
