onset	duration	trial_type
0	15	discard
15	31.5	static
45	120	motion
46.5	10.5	coherent
57	8.25	incoherent
65.25	4.5	coherent
69.75	5.25	incoherent
75	7.5	coherent
82.5	0.75	incoherent
83.25	1.5	coherent
84.75	6	incoherent
90.75	6	coherent
96.75	6.75	incoherent
103.5	3.75	coherent
107.25	0.75	incoherent
108	9	coherent
117	1.5	incoherent
118.5	3	coherent
121.5	3.75	incoherent
125.25	2.25	coherent
127.5	6	incoherent
133.5	7.5	coherent
141	3	incoherent
144	3.75	coherent
147.75	3	incoherent
150.75	4.5	coherent
155.25	5.25	incoherent
160.5	4.5	coherent
165	15	mae
180	30	static
210	7.5	coherent
210	120	motion
217.5	3.75	incoherent
221.25	3.75	coherent
225	8.25	incoherent
233.25	1.5	coherent
234.75	6.75	incoherent
241.5	3	coherent
244.5	4.5	incoherent
249	3.75	coherent
252.75	3.75	incoherent
256.5	2.25	coherent
258.75	3	incoherent
261.75	6	coherent
267.75	1.5	incoherent
269.25	3.75	coherent
273	6.75	incoherent
279.75	2.25	coherent
282	6	incoherent
288	2.25	coherent
290.25	0.75	incoherent
291	2.25	coherent
293.25	6	incoherent
299.25	3.75	coherent
303	1.5	incoherent
304.5	1.5	coherent
306	6	incoherent
312	2.25	coherent
314.25	1.5	incoherent
315.75	6	coherent
321.75	2.25	incoherent
324	2.25	coherent
326.25	3	incoherent
329.25	0.75	coherent
330	15	mae
345	30	static
375	15	discard
