onset	duration	trial_type
0	15	discard
15	30.75	static
45	120	motion
45.75	15	coherent
60.75	1.5	incoherent
62.25	2.25	coherent
64.5	4.5	incoherent
69	3	coherent
72	1.5	incoherent
73.5	7.5	coherent
81	2.25	incoherent
83.25	1.5	coherent
84.75	0.75	incoherent
85.5	4.5	coherent
90	3	incoherent
93	5.25	coherent
98.25	0.75	incoherent
99	1.5	coherent
100.5	1.5	incoherent
102	0.75	coherent
102.75	1.5	incoherent
104.25	1.5	coherent
105.75	2.25	incoherent
108	3.75	coherent
111.75	0.75	incoherent
112.5	3	coherent
115.5	0.75	incoherent
116.25	10.5	coherent
126.75	0.75	incoherent
127.5	6	coherent
133.5	0.75	incoherent
134.25	1.5	coherent
135.75	1.5	incoherent
137.25	0.75	coherent
138	2.25	incoherent
140.25	6.75	coherent
147	3	incoherent
150	3	coherent
153	0.75	incoherent
153.75	3	coherent
156.75	0.75	incoherent
157.5	6.75	coherent
164.25	0.75	incoherent
165	15	mae
180	30	static
210	5.25	coherent
210	120	motion
215.25	0.75	incoherent
216	2.25	coherent
218.25	0.75	incoherent
219	0.75	coherent
219.75	2.25	incoherent
222	2.25	coherent
224.25	6	incoherent
230.25	2.25	coherent
232.5	1.5	incoherent
234	3	coherent
237	1.5	incoherent
238.5	2.25	coherent
240.75	3	incoherent
243.75	3.75	coherent
247.5	0.75	incoherent
248.25	0.75	coherent
249	3.75	incoherent
252.75	1.5	coherent
254.25	1.5	incoherent
255.75	1.5	coherent
257.25	2.25	incoherent
259.5	0.75	coherent
260.25	3.75	incoherent
264	1.5	coherent
265.5	0.75	incoherent
266.25	3	coherent
269.25	0.75	incoherent
270	0.75	coherent
270.75	0.75	incoherent
271.5	1.5	coherent
273	0.75	incoherent
273.75	0.75	coherent
274.5	3.75	incoherent
278.25	2.25	coherent
280.5	6.75	incoherent
287.25	1.5	coherent
288.75	1.5	incoherent
290.25	0.75	coherent
291	0.75	incoherent
291.75	7.5	coherent
299.25	4.5	incoherent
303.75	0.75	coherent
304.5	6	incoherent
310.5	3	coherent
313.5	2.25	incoherent
315.75	0.75	coherent
316.5	0.75	incoherent
317.25	6	coherent
323.25	0.75	incoherent
324	0.75	coherent
324.75	3	incoherent
327.75	2.25	coherent
330	15	mae
345	30	static
375	15	discard
