onset	duration	trial_type
0	15	discard
15	31	static
45	120	motion
46	2	coherent
48	1.5	incoherent
49.5	6.5	coherent
56	3	incoherent
59	3	coherent
62	6	incoherent
68	2.5	coherent
70.5	2	incoherent
72.5	2	coherent
74.5	3	incoherent
77.5	5	coherent
82.5	6.5	incoherent
89	0.5	coherent
89.5	2	incoherent
91.5	1.5	coherent
93	4	incoherent
97	2	coherent
99	20.5	incoherent
119.5	6.5	coherent
126	3	incoherent
129	4.5	coherent
133.5	9	incoherent
142.5	13.5	coherent
156	6.5	incoherent
162.5	2.5	coherent
165	15	mae
180	30	static
210	3.5	coherent
210	120	motion
213.5	7.5	incoherent
221	2.5	coherent
223.5	6	incoherent
229.5	4.5	coherent
234	12.5	incoherent
246.5	2	coherent
248.5	7	incoherent
255.5	2	coherent
257.5	4	incoherent
261.5	1	coherent
262.5	2.5	incoherent
265	1.5	coherent
266.5	8.5	incoherent
275	5.5	coherent
280.5	2.5	incoherent
283	5	coherent
288	2	incoherent
290	1.5	coherent
291.5	4.5	incoherent
296	2	coherent
298	3	incoherent
301	4	coherent
305	3	incoherent
308	2.5	coherent
310.5	3	incoherent
313.5	2.5	coherent
316	2	incoherent
318	3.5	coherent
321.5	3	incoherent
324.5	1	coherent
325.5	3	incoherent
328.5	1	coherent
329.5	0.5	incoherent
330	15	mae
345	30	static
375	15	discard
