onset	duration	trial_type
0	15	discard
15	32	static
45	120	motion
47	29.5	incoherent
76.5	4.5	coherent
81	13.5	incoherent
94.5	2.5	coherent
97	6	incoherent
103	6	coherent
109	7	incoherent
116	2	coherent
118	7	incoherent
125	2.5	coherent
127.5	6.5	incoherent
134	3.5	coherent
137.5	8.5	incoherent
146	3.5	coherent
149.5	4.5	incoherent
154	2.5	coherent
156.5	7	incoherent
163.5	1.5	coherent
165	15	mae
180	30	static
210	1	coherent
210	120	motion
211	1	incoherent
212	0.5	coherent
212.5	6	incoherent
218.5	3	coherent
221.5	5	incoherent
226.5	3.5	coherent
230	5	incoherent
235	1	coherent
236	5.5	incoherent
241.5	2.5	coherent
244	4	incoherent
248	9	coherent
257	6.5	incoherent
263.5	6.5	coherent
270	4	incoherent
274	5	coherent
279	4	incoherent
283	4.5	coherent
287.5	5	incoherent
292.5	2.5	coherent
295	2.5	incoherent
297.5	4	coherent
301.5	6	incoherent
307.5	3.5	coherent
311	13	incoherent
324	2	coherent
326	4	incoherent
330	15	mae
345	30	static
375	15	discard
