onset	duration	trial_type
0	15	discard
15	31	static
45	120	motion
46	2	coherent
48	30	incoherent
78	3.5	coherent
81.5	13.5	incoherent
95	3	coherent
98	5.5	incoherent
103.5	6	coherent
109.5	7	incoherent
116.5	2	coherent
118.5	7	incoherent
125.5	3	coherent
128.5	6	incoherent
134.5	3.5	coherent
138	8.5	incoherent
146.5	3.5	coherent
150	4.5	incoherent
154.5	3	coherent
157.5	6.5	incoherent
164	1	coherent
165	15	mae
180	30	static
210	2	coherent
210	120	motion
212	7	incoherent
219	3	coherent
222	5.5	incoherent
227.5	3	coherent
230.5	5	incoherent
235.5	1.5	coherent
237	5	incoherent
242	3	coherent
245	3.5	incoherent
248.5	9	coherent
257.5	7	incoherent
264.5	6	coherent
270.5	5	incoherent
275.5	4	coherent
279.5	4.5	incoherent
284	4.5	coherent
288.5	5	incoherent
293.5	2.5	coherent
296	2	incoherent
298	4	coherent
302	6	incoherent
308	3.5	coherent
311.5	13	incoherent
324.5	2	coherent
326.5	3.5	incoherent
330	15	mae
345	30	static
375	15	discard
