onset	duration	trial_type
0	15	discard
15	32.25	static
45	120	motion
47.25	10.5	incoherent
57.75	1.5	coherent
59.25	7.5	incoherent
66.75	3	coherent
69.75	8.25	incoherent
78	7.5	coherent
85.5	3	incoherent
88.5	5.25	coherent
93.75	15	incoherent
108.75	3	coherent
111.75	5.25	incoherent
117	6.75	coherent
123.75	6.75	incoherent
130.5	3	coherent
133.5	0.75	incoherent
134.25	6.75	coherent
141	1.5	incoherent
142.5	4.5	coherent
147	7.5	incoherent
154.5	2.25	coherent
156.75	8.25	incoherent
165	15	mae
180	30	static
210	12.75	incoherent
210	120	motion
222.75	6	coherent
228.75	10.5	incoherent
239.25	9.75	coherent
249	12.75	incoherent
261.75	5.25	coherent
267	6	incoherent
273	1.5	coherent
274.5	8.25	incoherent
282.75	9	coherent
291.75	3	incoherent
294.75	4.5	coherent
299.25	6.75	incoherent
306	3.75	coherent
309.75	0.75	incoherent
310.5	3	coherent
313.5	8.25	incoherent
321.75	6.75	coherent
328.5	1.5	incoherent
330	15	mae
345	30	static
375	15	discard
