onset	duration	trial_type
0	15	discard
15	31	static
45	120	motion
46	4	coherent
50	10	incoherent
60	2	coherent
62	3	incoherent
65	13	coherent
78	6	incoherent
84	3	coherent
87	6	incoherent
93	20	coherent
113	4	incoherent
117	5	coherent
122	5	incoherent
127	8	coherent
135	4	incoherent
139	23	coherent
162	2	incoherent
164	1	coherent
165	15	mae
180	30	static
210	5	coherent
210	120	motion
215	3	incoherent
218	21	coherent
239	5	incoherent
244	15	coherent
259	4	incoherent
263	21	coherent
284	2	incoherent
286	3	coherent
289	2	incoherent
291	19	coherent
310	4	incoherent
314	16	coherent
330	15	mae
345	30	static
375	15	discard
