onset	duration	trial_type
0	15	discard
15	31	static
45	120	motion
46	1	coherent
47	7	incoherent
54	15	coherent
69	12	incoherent
81	2	coherent
83	11	incoherent
94	4	coherent
98	3	incoherent
101	4	coherent
105	4	incoherent
109	3	coherent
112	10	incoherent
122	1	coherent
123	5	incoherent
128	6	coherent
134	11	incoherent
145	2	coherent
147	7	incoherent
154	3	coherent
157	8	incoherent
165	15	mae
180	30	static
210	10	incoherent
210	120	motion
220	2	coherent
222	8	incoherent
230	5	coherent
235	6	incoherent
241	3	coherent
244	4	incoherent
248	5	coherent
253	6	incoherent
259	8	coherent
267	3	incoherent
270	7	coherent
277	1	incoherent
278	4	coherent
282	3	incoherent
285	5	coherent
290	4	incoherent
294	3	coherent
297	1	incoherent
298	3	coherent
301	2	incoherent
303	8	coherent
311	2	incoherent
313	13	coherent
326	2	incoherent
328	2	coherent
330	15	mae
345	30	static
375	15	discard
