onset	duration	trial_type
0	15	discard
15	30	static
45	15.5	coherent
45	120	motion
60.5	4	incoherent
64.5	7	coherent
71.5	5	incoherent
76.5	5	coherent
81.5	3	incoherent
84.5	4.5	coherent
89	6.5	incoherent
95.5	6.5	coherent
102	4.5	incoherent
106.5	3	coherent
109.5	2.5	incoherent
112	8	coherent
120	5.5	incoherent
125.5	2.5	coherent
128	3.5	incoherent
131.5	9	coherent
140.5	1.5	incoherent
142	4.5	coherent
146.5	9.5	incoherent
156	9	coherent
165	15	mae
180	30	static
210	32.5	coherent
210	120	motion
242.5	1.5	incoherent
244	6.5	coherent
250.5	5.5	incoherent
256	4	coherent
260	3.5	incoherent
263.5	2.5	coherent
266	5.5	incoherent
271.5	21.5	coherent
293	1	incoherent
294	5.5	coherent
299.5	5.5	incoherent
305	3	coherent
308	5	incoherent
313	6	coherent
319	2.5	incoherent
321.5	4.5	coherent
326	4	incoherent
330	15	mae
345	30	static
375	15	discard
