onset	duration	trial_type
0	15	discard
15	31	static
45	120	motion
46	9.5	coherent
55.5	6	incoherent
61.5	6	coherent
67.5	1	incoherent
68.5	0.5	coherent
69	3.5	incoherent
72.5	6	coherent
78.5	1.5	incoherent
80	21	coherent
101	3.5	incoherent
104.5	11	coherent
115.5	2.5	incoherent
118	13	coherent
131	3	incoherent
134	17.5	coherent
151.5	3	incoherent
154.5	10	coherent
164.5	0.5	incoherent
165	15	mae
180	30	static
210	3	coherent
210	120	motion
213	1	incoherent
214	4.5	coherent
218.5	1.5	incoherent
220	110	coherent
330	15	mae
345	30	static
375	15	discard
