	t0	t1	t2	t3	t4	t5	t6
sub-12_UA_trial2	0.944852399448657	0.9121289486574975	0.5295265602698686	0.12451036491042557	0.9246160614338969	0.96942582090149	0.7535269217771946
sub-12_UA_trial3	0.9918113358483324	0.8765157216542471	0.9104483698106435	0.8778134580490303	0.992133440651482	0.8664217415164794	0.30830799370504836
sub-12_UA_trial4	0.8376763660746631	0.8942955823897105	0.9982031396579888	0.857010983569516	-0.4569816677300933	-0.22576805017094773	0.4948871973151591
sub-15_AA_trial0	-0.8395479660478765	-0.9883061616360701	-0.9937486598957859	-0.803646969101836	-0.9005351788230457	-0.9999294087932155	-0.9931595110743479
sub-15_AA_trial1	-0.12967066823409049	0.20165090581027276	-0.10787592012828202	-0.729520548566214	-0.23053792758567307	-0.6897395541338621	-0.7855682344585121
sub-15_AA_trial2	0.8892604386655234	0.8186718219195361	0.03586265467477346	-0.3988534374183081	-0.5194940466310781	0.20269200876974258	0.8774392873101655
sub-15_UA_trial0	0.18672098205195573	0.752521462873004	0.970452995013216	0.9956069518760036	0.9997443118738994	0.867823001319327	-0.7735273166836584
sub-16_AA_trial0	-0.8765135564180694	-0.06650637161500982	0.2644336805186035	0.373973588173683	0.9989814993115274	0.997269518299775	0.8957246391643542
sub-16_UA_trial0	0.9065636683648592	0.9361696351874839	0.7812145700399833	0.7872111058099208	0.6897222523030039	0.6165714446908913	0.7225374043215771
sub-21_AA_trial0	-0.09686362622614489	0.3732772222200583	0.8326121204518385	-0.9964171316793431	0.6396509975774332	0.9598623857858706	0.7150146299951322
sub-21_AA_trial1	0.7150146299951322	0.41365318263804624	0.727832338991706	0.8438595428614613	-0.9989450093687663	-0.9951178991780865	-0.5298164241076563
sub-21_AA_trial2	0.8509755186646719	0.6468965178388857	-0.9779855086564142	-0.9496337927406894	-0.8853179892990796	0.9660296329325535	0.6969836372368837
sub-21_AA_trial3	0.785002836722904	0.9912049682131525	0.7274341136132692	0.4486499940822496	0.470651031999071	0.8017448406970773	0.4611616748058305
sub-21_AA_trial4	0.470651031999071	0.8017448406970773	0.4611616748058305	0.959949591322312	0.14459375347574346	0.9998691648847106	0.6181852473633883
sub-21_AA_trial5	-0.4545249265297443	-0.002486046004417766	-0.9449156726844417	-0.9855933044864092	0.9392550373382306	0.883092228763856	0.9976905354044945
sub-21_AA_trial6	0.24353025122106392	0.9001576593687285	0.912480721443959	0.5716846208387798	-0.07662675803258107	0.504332710002078	-0.9983308636925678
sub-21_AA_trial7	0.9971680398297121	0.9581944741254305	0.4961725371379265	0.15364697268835778	0.005085335311157947	-0.8533096481235537	-0.41140456238257017
