	t0	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	t13	t14	t15	t16
sub-11_UA_trial0	0.0992172482193877	0.5482916036950922	0.839591501099862	0.8963836125290084	0.8993693301607905	0.926186230019076	0.908328841189238	0.9278569634116044	0.897099700509075	0.7679146681413739	0.7934904336038416	0.7720080940023543	0.8253921679301796	0.7387988025778837	0.7292210985595146	0.6026814416433773	-0.12513851524506245
sub-11_UA_trial1	0.060209995665498464	0.0553964199647471	0.46415730951684275	0.5227144370683067	0.44657729138309016	0.41026717420462944	0.7215188880213206	0.5671228746618452	0.5279348170684101	0.6706184339168182	0.4827796747416892	0.044100389605463704	-0.6934388945018717	-0.465516808786219	-0.5229223951706953	-0.11713702387553117	0.013861156646851303
sub-11_UA_trial2	0.6769977790674147	0.6574976571930569	0.4980324481375419	0.5920014404039635	0.6620913142320793	0.7874449027386184	0.8782392088009978	0.8261905043837148	0.8091787334021389	0.6460360286319738	0.29746767356956594	0.1793614816967421	-0.04445452609401512	0.02076964349402589	0.0770853296439256	-0.43364894036870805	-0.4439891796404341
sub-11_UA_trial3	0.928690993724948	0.4844892823948322	0.32426475951800965	0.13781319511688206	0.41012730411056486	0.5253285449297767	0.7122393443213864	0.5848893547832721	0.7372837496220599	0.49746208731071906	0.4644315764237252	0.25537342102879346	0.4487696754619451	0.21604631574402974	-0.010712606510489544	0.18597134814810862	0.11868221755877482
sub-11_UA_trial4	0.7525749792836185	0.8097542752073538	0.8362818264238303	0.5703452824174879	0.4792529886479102	0.4370929245124038	0.15487025757762132	0.2263982932927684	-0.05151133907379961	-0.0783670838881366	-0.20264260250833346	-0.03542614117327474	0.023644273736375673	0.025590491742856793	0.2807317956541257	0.6146106953365879	0.7716543160044794
sub-11_UA_trial5	0.4506251943863927	0.5872235558047428	0.5562779754317754	0.28559778684709075	0.7756152981938799	0.8008316038549076	0.8426749237304033	0.8268362948158442	0.7536986603129516	0.4653486959077439	0.6275924902695121	0.45525923341672814	0.5067468819066859	0.6067418546094412	0.8074120033920535	0.7965900132635415	0.5644484044642462
sub-12_AA_trial0	0.664309309031621	0.614786462021252	0.5600383948351242	0.29727483175259106	0.3782149822694013	0.033341652648414405	0.488569990526695	0.6491795639940394	0.719114239245164	0.7146255879610194	0.6603168772107441	0.6718753630002451	0.5293273542045678	0.557198601017163	0.4088643047610989	0.23014360080412968	0.1925494217505506
sub-12_AA_trial1	0.3740502121368888	0.3293490181641588	0.3614169447069566	0.7551289760909954	0.7960751197581748	0.7987846551466021	0.8969486357030935	0.8707612094393263	0.8057547396417613	0.7910881275073736	0.8153692449274019	0.714012842507179	0.3812837537512039	0.2205481306734789	0.4386653052468261	0.6306227473454282	0.6977718032391612
sub-12_AA_trial2	0.14195793964047965	0.03403464422791103	0.055328655234395493	0.387119621606299	0.34392872704700117	0.34952127725605914	0.41990752582750646	0.7347644061991353	0.7674976813855167	0.6496614979024483	0.65924922788081	0.41966337504057344	0.403518985067455	0.3864284902130898	0.07074946399100347	-0.020793268813554644	-0.49592402416130943
sub-12_AA_trial3	0.0013257240052674346	-0.009408550492416444	-0.014297546342749682	0.12087971032694592	0.16983396962549513	0.7096306371893287	0.8243730216133034	0.7867655013941598	0.7190087708772084	0.7253533003400152	0.7475231690271145	0.7504005191433947	0.7583533966777568	0.8098240658751669	0.7393992546302856	0.7811838573912243	0.4865166228540302
sub-12_UA_trial0	0.6773308874620697	0.8360881472061298	0.7500028006368887	0.5549971306133717	0.6470540110280685	0.4882929370620027	-0.3574129778324458	0.3388600903642673	0.5438611993977305	0.6565068814649417	0.7062890429908409	0.7337296696919099	0.7970873376888311	0.7919787226585776	0.9137500163073045	0.8753554234228774	0.8054708162222287
sub-12_UA_trial1	0.9073259862659455	0.7499610915647368	0.5347116961835221	0.33302867312440554	0.6136431725093155	0.6697182750989056	0.6773713290978176	0.6506806344545183	0.67030586984293	0.5890671495316993	0.45342334183958155	0.0746046044050339	0.0687093554364026	0.37515960920208774	0.14696906192591783	0.10687750611626881	-0.09170218433846289
sub-12_UA_trial2	0.5800156584463776	0.35888507865508584	0.2547031075739809	0.3298958500076792	0.5394092125311224	0.5916463757356158	0.6374538405070099	0.7498588653346212	0.5062992605356149	0.7444026292442385	0.7853965930986039	0.6204850967414666	0.32976641218504227	0.6788754288168592	0.28784469491338893	0.5093421635961205	0.5552073989895351
sub-15_AA_trial0	0.5085652284478116	0.7799695820764244	0.8372007134505939	0.7071444395601508	0.9070049506404635	0.7964506560549196	0.7457669554428435	0.6311708066603352	0.7553129188600576	0.7723237767546928	0.7220098384536152	0.8725670318618458	0.5158837384938125	0.3389606016007785	0.4839120823423017	0.5989581974638298	0.3597208457667762
sub-15_UA_trial0	0.697102942604417	0.639851069911927	0.589966719447449	0.7498880261926804	0.8305096807481448	0.8455594188090977	0.7829810140294222	0.568326998766621	0.2599890501555171	-0.19605798036839267	-0.08909404495589601	0.011554940107683924	0.3067360799313811	0.3049483537840077	0.422078911719143	0.4874825189450219	0.26627486440146353
sub-16_AA_trial0	0.3364776218107385	0.00959965250850115	-0.03286605058677641	-0.06745011235611967	0.0996905454669283	0.14151479369034706	0.21445937303741686	0.43439151267626913	0.5432265891243587	0.04747028941722924	0.037019897717687995	0.26473483897989875	0.6206294431878538	0.8237950216175444	0.781758338948005	0.7838151057396002	0.7030869395359599
sub-16_AA_trial1	0.5540390769629734	0.7244026859436205	0.7454717265607897	0.6900834276540829	0.509387128089215	0.338447922993283	0.31132517229762274	-0.09313135864002045	-0.16037095448068864	-0.5192036325417262	-0.49365331427585907	-0.6548309567384653	-0.10587067022333753	0.1552057563914608	0.21395092356455503	0.17584494656465843	0.15762335233723984
sub-16_AA_trial2	0.3271970987342374	0.39842580477443507	0.730945359296308	0.8198440481787167	0.7158858656268751	0.7206623833642076	0.5305418585514068	0.47182724476070875	0.4746063988708062	0.5848157968524896	0.28968045450328084	0.21458520261692363	0.2929234607418952	0.29842351885224105	0.6342219116093122	0.6594964051203426	0.1837347158826839
sub-16_UA_trial0	0.5356240133714669	0.49665345894430674	0.07351691901962334	-0.5046146364162364	-0.4682791085508826	-0.2670973325714853	-0.06184858249643576	0.16522379122577902	0.15255100414002967	0.10315958136283301	0.20768490096574266	0.20260411618066337	0.28200735101345326	0.07939138459056369	0.1150926991857585	0.038244149435620475	-0.05679592087932883
sub-16_UA_trial1	0.5315228296655891	0.7137221347007087	0.528554721138355	0.5566987874241768	0.6879874468643046	0.5268554609247593	0.6035483291261757	0.6384610280604752	0.6028572876045429	0.38511757045419337	0.49884967771416355	0.3759332051891633	0.39906868073885776	0.7320804344118311	0.8257234286299552	0.7252433138390705	0.7499128734875633
sub-16_UA_trial2	0.45511017433232465	0.4580236664300323	0.4679206182277097	0.15350126145021467	0.6492577158773967	0.7768005059458544	0.6157876357955502	0.5847956160377461	0.5698966705285764	0.6319494410889718	0.6737472129075833	0.6620409447742028	0.7376839302788504	0.5348858442805061	0.3378192501254254	0.1941672817628097	0.45082398594751943
sub-21_AA_trial0	0.88592486017781	0.7810701454058128	0.7292479648689124	0.7771509108569695	0.6559134920702987	0.5485478906319539	0.5628063967251375	0.6196141384117664	0.5717849398291065	0.6425271531226622	0.49272169525423987	0.41332742484714685	0.5589535925406746	0.4792558883256936	0.2995856090393538	0.4745392257348128	0.5442836436702311
sub-21_AA_trial1	-0.3073167924879922	-0.3624936068681781	0.29594244831125216	0.37147621235295675	0.27835551101092626	0.14630078282504003	0.5202052223897232	0.422281733267315	0.38613040045798774	0.2361682718744322	0.3289834642287345	0.43112108375221203	0.440486630960824	0.656305200900971	0.5598314448766014	0.7350240766280585	0.4250555779044061
sub-21_AA_trial2	0.4792691072746334	0.5601064571487157	0.5207862857288628	0.5375235131798591	0.5306067667467245	0.37185233333383466	0.34671260468151543	0.10289980747575886	0.21052627927146841	0.4013861455306962	0.43329607137092385	0.31492719069674624	0.2773998642024368	0.42627552884921577	0.5237151413209645	0.2453346972158569	0.3229460283340828
sub-21_AA_trial3	0.3622606505994248	0.31476345291079555	0.5177160625715728	0.6538772024478285	0.542976866840903	0.6583572083662581	0.7106598309931615	0.586702433216203	0.35301683131693135	0.27269931084661103	-0.1064260989419658	0.06842586495844108	0.1367652020224304	0.5636391126668318	0.5720999990275241	0.2833149272811904	0.2388521221900233
sub-21_UA_trial0	0.8519356297990245	0.7425724895470797	0.7849195280199649	0.7666335401014761	0.6053405154396256	0.6762332951955509	0.5955627858705406	0.4647155198977547	0.3521705057486484	0.5361946372817679	0.8275004288499862	0.835627158337743	0.7838913742307532	0.7675073259383046	0.7943782337101911	-0.028702381212957994	-0.061705144415515514
sub-21_UA_trial1	-0.07824945336210104	-0.2642898512163371	-0.50573095284771	-0.5055218237007741	-0.08816524580916675	0.12138910344461873	0.13364951563093566	0.09232456382127592	0.13369200904742393	0.21391126404241254	-0.07001301122576137	-0.411980020337148	-0.36765094549151894	-0.1985216264462466	-0.13833567602119254	-0.551306023294004	-0.5788143732963148
