	t0	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12
sub-01_UA_trial4	0.9206800287973989	0.958136279224995	0.931998838402407	0.8861977208851635	0.9078098215583216	0.9484872727511329	0.9734781033830197	0.9394167945351214	0.8322762874373931	0.8371146470940479	0.8957489945980912	0.9255229923613912	0.9267280735880884
sub-01_UA_trial5	0.21839550807015	0.05463672846347707	-0.22076928062465084	0.4097458314526985	0.3386562016455576	-0.2602484500534113	0.28831164216159827	0.5638707839953224	0.5529637582730027	0.43967202385955434	0.30137435407461166	0.18353003466041312	0.4135653398897147
sub-02_AA_trial0	0.5018138259311677	0.6829446150466398	0.7947949031106194	0.567451587008707	0.563462504155675	0.0727710876942097	-0.062096603390721095	-0.16483159583688564	-0.4310120449134076	-0.24828514617272332	0.5721070155589423	0.6630641328597429	-0.1641321973182854
sub-02_AA_trial1	0.2643174754491171	0.39797617561023657	0.6962363079618955	0.5764511556767842	0.7271792061555937	0.8438140948234749	0.5131949056538105	0.45451772363583215	0.060110678957562606	-0.06459426752778567	-0.08713025466331516	-0.10773515890180226	0.2616504330197218
sub-02_AA_trial2	0.9357712649719432	0.7811590564927564	0.44808706354915045	0.46898879545819894	0.6537074698494943	0.48666770650860364	0.5344748453477635	0.5651691619570847	0.45025428303850323	-0.19567680612194274	-0.35069555200683294	-0.38698134139967255	-0.0626124298171572
sub-02_UA_trial0	-0.07412323395486009	-0.4535289818566161	-0.3388578484043912	0.09007485163289335	0.2611212172662711	0.5018379592980435	0.6083862717751714	0.8268221427535343	0.845802112144424	0.9265781683351445	0.7537301379375432	0.2496806418938413	0.7375310474738168
sub-02_UA_trial1	-0.3183191926541977	-0.30178842655172794	-0.49836066947423446	-0.18298605176265256	0.08120448367854242	0.27473223302729866	0.46628148009942416	-0.15023598614695105	-0.3869152755110397	0.47691311650407925	0.9772391831796248	0.8466920566288263	0.7325454074481196
sub-02_UA_trial2	0.8451251322987082	0.8733104697476775	0.5749621094135067	0.7381474207542741	0.7660305560654194	0.2740888557662805	0.1294909017040896	0.5180892739148634	0.7471468139633503	0.769607658025755	0.565112765019643	0.385203762845267	0.43743914218739627
sub-02_UA_trial3	0.487460299625297	-0.07938926096265028	0.09482850613072431	0.37608256145100716	0.815411609526397	0.5012195601901598	0.6653485209619763	0.8762868314422885	0.8999351269751416	0.9249340412940193	0.9274615909995702	0.9340501761579164	0.8414479532022768
sub-03_AA_trial0	0.28979069003411706	0.49326750639849426	0.39198466714188385	0.5979378596113039	0.7037188605261941	0.6144842975436827	0.7528108458430295	0.7584361370300147	0.7142368837959084	0.7004496385673487	0.7131544508756837	0.8208197859954567	0.7595207015889371
sub-03_AA_trial1	0.58518927193743	0.7595589691861662	0.7177917739594128	0.9370063967381245	0.9230627178388895	0.9375556230809905	0.7968728281020409	0.7348190854242693	0.7377901857962896	0.741811898420948	0.3224516095361321	0.3586394432119738	0.6562954326217705
sub-03_AA_trial2	0.2846056971290115	-0.10959555534262196	0.09515941777964602	0.15163527037342148	0.11212226312662846	0.521209628910998	0.6089496812405605	0.822729240575588	0.4917055323582891	0.6862111498507465	0.6497816811092543	0.6875875233311441	0.5687696467115834
sub-03_UA_trial0	0.8063025547861361	0.9180153475406413	0.9266813680278049	0.9430802614551872	0.7593835974612752	0.34835294048226867	-0.24967871220299737	-0.05077631607697822	0.7214687275121037	0.6747432176987831	0.8494321057599771	0.8760181124798823	0.9529644726296812
