	t0	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	t13	t14	t15	t16	t17	t18	t19	t20	t21	t22	t23	t24
sub-10_UA_trial6	0.854256797973201	0.8266231538139506	0.7503237633668475	0.6904583681647658	0.6446541723912697	0.6488890993329319	0.6626243257316863	0.7264639451921585	0.7413731617533166	0.5493254632627556	0.5840879237511202	0.4612917402022172	0.47785205589078666	0.12906777332615776	0.323089049966424	0.386120355218052	0.3638642452910405	0.28491998930270085	0.273844508805408	0.1575331871230185	0.029288945820246447	0.22040777894431143	0.46846839306595855	0.4786791577678314	0.5514253171802771
sub-11_AA_trial0	0.6042125090218383	0.24562318039489325	0.2793740679427474	0.31658031330389746	0.1749152407765415	0.20093338759947488	0.262917482618023	0.332377056208325	0.34010444260004297	0.40649620445874923	0.5118299375561904	0.532822536303057	0.6252190234551358	0.6177766365059635	0.40260680418475303	0.41948933434857794	0.2505109967477769	0.1249745443229258	0.2482243077459578	0.20025965793411382	0.1363353623509898	0.28472071470067234	0.16966320095137627	0.13566011407968434	0.3094100409755184
sub-11_AA_trial1	0.13043759420408893	-0.07882947114793622	-0.05884718244866542	-0.03477151736280705	-0.09912052610557377	-0.0624298027761803	-0.0629257470504744	0.40893626312617015	0.5008781240561733	0.35869580920731287	0.375397019622402	0.4739811110330232	0.5798976658295544	0.36920538454767626	0.4481876264638521	0.4974506896305817	0.30546636543219663	0.27950717993573737	-0.03528233660456759	0.35342917421990644	0.45505096539622775	0.5950533934018262	0.6327322609597639	0.6711442358914662	0.7148773523003389
sub-11_AA_trial2	0.6743602999481766	0.8865253254337103	0.9020571421246064	0.7784157402411988	0.7666529775172699	0.7627685833464266	0.7616995697146679	0.8167464186060557	0.8889689492164105	0.9343188837775658	0.9529425715891433	0.963523258624973	0.9643807237982026	0.9591095276795527	0.9493745912014259	0.8828380529610086	0.6396143369919064	0.15318864997133982	0.13408506508858273	-0.26828832299933175	0.06271128247530479	0.2695678096195435	0.46184671230407	0.38557984576221777	0.358559736854372
sub-11_AA_trial3	0.03202656390536904	0.3653555063506103	0.47064438278076637	0.38357505880253856	0.28653490193896514	0.23337254622173334	0.06286697338383038	-0.011845248482307082	-0.0008254765133591191	-0.036477051012973646	-0.05225492674003018	0.052408379253202235	0.13857406687524737	0.2781721590887842	-0.1461156116504874	-0.21792175516152854	-0.17399435694825863	-0.20090153196914937	-0.2547368503924685	-0.12766423592551188	-0.009084722877376881	0.44968119317429317	0.22877579716673596	0.20378854171989566	0.1833126047482307
sub-11_AA_trial4	0.6338094512779351	0.5238170413154908	0.6458938737242756	0.49369911605815414	0.28210978448120366	-0.38527218200886265	-0.2739601244045192	-0.20328409368822759	0.04289734925010539	0.25536084566295797	0.49696290654429476	0.6601014414227542	0.7743940156125159	0.7724476122439715	0.7225616610254552	0.6807365618646471	0.5471944493072304	0.4147980786163627	0.4110474430882056	0.26196796370410247	0.2774646438417459	0.30103415852958826	0.3953717431963806	0.29913018705203787	0.46809535405283875
sub-11_UA_trial0	-0.30441950207104207	-0.23998957953311648	-0.35968600114559096	-0.4067849289458769	-0.12007932866690424	-0.06173736241602053	-0.0481403385948505	0.37392150216057135	0.5920393504154632	0.6337263691612524	0.44682576380253175	0.6997220728297944	0.7813711187037714	0.8156401378213705	0.8021511388007647	0.7675020240422517	0.7468134079801906	0.5622982601714057	0.49347198308861717	0.7571151467894996	0.6839305711850436	0.6306698133252423	0.6625416148067097	0.6108532873177064	0.5094528830531457
sub-11_UA_trial1	0.39363419318998955	0.5974825574990791	0.6380684515662747	0.7002407653073983	0.6759573412479174	0.6770916064096109	0.6874825956161751	0.5911583948283234	0.5409806390221984	0.683364956684133	0.7464861447407193	0.8712501266234716	0.8912506143484795	0.9035727875481259	0.9084073827549024	0.9268515912255114	0.9000818241921872	0.8954402597757087	0.8386855148242571	0.8204802416100748	0.7339797396321753	0.6842235173534114	0.8036665187748969	0.7535471866258664	0.763265484956627
sub-11_UA_trial2	0.3474500451847193	0.23696949293124095	0.25130997563593505	0.22297475897768138	0.2849748708816834	0.10941965757784983	0.007338895649853756	0.46972940138091046	0.2595611995355789	0.22249132988254222	0.31826749881338645	0.3387628534987597	0.3623044043347584	0.4503115911854995	0.3402626735421383	0.29422548087095596	0.2405091770046894	-0.21458142553769521	-0.2302618703047904	-0.17526878986822678	-0.21258133602235219	-0.2998235936274649	-0.22740334232071918	-0.2554932836221542	-0.17947985390308427
sub-11_UA_trial3	0.45885149963018174	0.17220381668373738	0.33725962870671283	0.37929773710679915	0.37076922534218193	0.417995787537274	0.5673738055329772	0.3692274797281303	0.47128353837057657	0.4112583143608824	0.6447716655730024	0.7291700014350601	0.7578419575626818	0.7496111536068821	0.6492009516994003	0.6283260082731646	0.5189481192652826	0.38153782661811186	0.23013353790835375	0.37994659301327754	0.3406326399695431	0.28732621894369753	0.4078096595423464	0.42067230010497675	0.4505592082728919
sub-11_UA_trial4	0.3180261411276173	0.2756089093027965	0.4032989430238947	0.45758853479843314	0.4425775345428548	0.39333009432089094	0.3208695334306937	0.3487334637794376	0.43527852938540396	0.5135968174230566	0.7509617602040831	0.7969903560048295	0.8660558247823607	0.8774840001426865	0.8718018504634806	0.887215714139624	0.8855383373994794	0.8456219858441173	0.8034046454024186	0.6190269128201531	0.29124967962583714	-0.07633989643777223	0.1112893568322039	0.09774509716875476	-0.09048771745243736
sub-12_AA_trial0	0.05197572333624352	-0.010043106234294066	0.03919911077385516	-0.08708649287726553	0.34602922737592534	0.4084195713969858	0.4270908641331542	0.7073856908185439	0.6416089477092193	0.7341147525824238	0.6998213862826576	0.7280210399846041	0.6462395621188151	0.6612226743765802	0.6504435207170325	0.7181798618154346	0.7684840651493376	0.8056738164091858	0.8316050796911494	0.8148679460845238	0.8635991964695846	0.8425206200293417	0.8283265239089165	0.7014105304974803	0.7450561901494368
sub-12_AA_trial1	0.41116406413548306	0.5339730105529528	0.5895268808272569	0.5287530157545128	0.26435765020500174	0.19882100301915204	-0.08600439960505432	-0.17802485186659625	-0.01742884650562313	0.02538310482020904	-0.07006566022131873	0.015574390618741177	0.18887477721925325	0.256631551535766	0.19996615738385246	0.20193511092727523	0.1376935879405434	0.09121089534458253	0.47608895486658787	0.4369391740238384	0.5659873173669401	0.5920341940294668	0.47300854141072607	0.4705655772897701	0.5309275725403549
sub-12_AA_trial2	0.8610899849012328	0.8874884229818727	0.8389633352141842	0.8062311867065228	0.7170526747815881	0.6588676413915703	0.5549316499262144	0.5667259055747622	0.6990678889728512	0.6906115460992532	0.6599255350478841	0.6665492619153978	0.70317557909301	0.6775714212531554	0.6722996378296571	0.6725826983787205	0.7281991718030681	0.7362694857312279	0.8083252543151211	0.7122897488488497	0.19574087659769265	0.4870573413353997	0.657294550473617	0.6361754617076268	0.5113612178072827
sub-12_AA_trial3	0.27208572254160457	0.2769643857323743	0.4102453661053005	0.51582967209433	0.393694258269	0.5113020421282378	0.4563208317374284	0.459989576865419	0.58974808750248	0.6111584443469142	0.523125955956607	0.5507902771276832	0.6214844558283793	0.6702139919386431	0.6343883572020343	0.6712828246382759	0.6096686858777607	0.6019907790526873	0.5555304399528248	0.4591337444315888	-0.05180932063907399	-0.11969248344411768	-0.2962712845565615	0.006496098857595367	0.047125381881504246
sub-12_AA_trial4	0.4871438869205231	0.5588202282356689	0.4678635159117509	0.49012023562790513	0.4406349526396287	0.3386981130144828	0.3437416664952881	0.3270806681221493	0.38603157237821584	0.5270750509062994	0.7828880669486766	0.7846638135880686	0.7522685991001834	0.66415828044602	0.7197684003485023	0.7064966714526187	0.7039864311172924	0.5978742046149825	0.5679603460434629	0.564907280930664	0.5779750524366248	0.5324990643369273	0.1909087440640799	0.0820898535023609	0.10888609009171477
sub-12_AA_trial5	0.48418690343720094	0.5554469065265538	0.5757641273774821	0.48962262720596966	0.6189521424916796	0.5711560311598248	0.3373320419359723	0.3000516905974593	0.38881111784887257	0.13450617954571104	0.14452164264008904	0.3819816710025415	0.46505193018841007	0.47307750563865875	0.7600433061609052	0.8008075262022112	0.786855962616331	0.7810042330817504	0.874107748017394	0.8782877597578221	0.8806986441379505	0.7998533450994998	0.7151978556082722	0.32212997953823724	0.32052963052106864
sub-12_AA_trial6	0.21525092474623658	0.3255732627210797	0.32491901718145993	0.3229193775698839	0.35805302795951255	0.3880048147466433	0.5939785354582938	0.6343996466077811	0.6474064856231975	0.6520455570138276	0.690417824142935	0.7068585929809604	0.6849711742963621	0.8396788151477987	0.8251364352891211	0.8005718649089114	0.6792883978906923	0.5547476061014255	0.5804135606480066	0.5095628317648708	0.5260311762399944	0.6818022734274873	0.5988711763308742	0.6235371857877776	0.46231339908551494
sub-12_UA_trial0	0.21935354768786047	0.14805846686339358	0.21561214607042664	0.31741288374560406	0.46399694252672286	0.6600919134378908	0.7990643522377225	0.8450868791856294	0.8832122959286495	0.8691950834773039	0.883808279682161	0.8750935254506739	0.9084559139503137	0.8940892388937302	0.8025649062593616	0.8535136323221268	0.9537100550433677	0.956449901130071	0.9524429857915099	0.9522798580302222	0.9460982644683775	0.9508271402391606	0.9404623924314972	0.9365964067915026	0.925132035045576
sub-12_UA_trial1	0.6999911837704257	0.6604741134795152	0.5239955450556478	0.4892958235869072	0.5569860498995876	0.6625050940415301	0.6481434826929373	0.6913353130110902	0.6895319703516739	0.6655553407793732	0.6554162712813416	0.5778855275848708	0.3428334140255675	0.415185843223406	0.4841592800318114	0.48088999518085584	0.6952341569143929	0.7656249220593406	0.8649030236047281	0.9054023978928969	0.8734291719787224	0.8592648161334487	0.8562811660045152	0.8136638843606792	0.6196969114977103
sub-12_UA_trial2	0.7935521366223066	0.8038173367872897	0.8030060945138198	0.8455325157424822	0.8688552858548536	0.8721344210754848	0.8860164090527979	0.9084726207906263	0.8951369668086228	0.8927111421858176	0.8764060177029002	0.8646660718421529	0.8530816086149507	0.8558143278449749	0.7661730731110771	0.867168424458067	0.9176723653931128	0.9097911044479509	0.8469672778338073	0.7335777265040672	0.6736489939932717	0.5710812168520579	0.4545934425082278	0.1954874313922746	0.17487468474666262
sub-12_UA_trial3	0.3691579788300031	0.6652724552472191	0.6975521033116654	0.7006318348298056	0.748835628284396	0.7344633113861778	0.564814135110106	0.5925034794233919	0.5735706671586298	0.5196625213526622	0.5736546471260027	0.6295970622199787	0.6566091957749023	0.3837142108838825	0.4172438585478059	0.29133512735491457	0.14124595419788938	0.016966251345112676	-0.04925189314602795	-0.08934899368446733	-0.050083172438433854	0.33216004664108445	0.3196071185180839	0.05722191990119429	0.04806345962884252
sub-12_UA_trial4	0.708579672589256	0.7469633392948485	0.712307853111397	0.7394650289318069	0.7438987305132214	0.6476521533857903	0.3002773660774756	0.4943712721502168	0.39277069314073804	0.2356560879339286	0.2739060136998623	0.35176633110982586	0.45509054615193667	0.3613889710766418	0.2699666753979117	0.43250126440805037	0.6943153612240177	0.7387775974669492	0.6992305845763449	0.679640768657922	0.6842216818134573	0.6550779876354277	0.5001015754923674	0.5064713811951709	0.51721277429443
sub-12_UA_trial5	0.23731349079394382	0.20744255806205208	0.42245238742200125	0.619920268031124	0.6269453133888869	0.5773702568901027	0.7560419107971589	0.7140844015283679	0.7816974737044811	0.7292246708868555	0.5772648854514278	0.3138984059381316	0.4715837825846539	0.22914418760720512	0.1758396025187728	0.083251467881556	0.2773870507444293	0.27461999681804844	0.22787958553282991	0.41623891928278706	0.3882332358211121	0.522493066668275	0.6844673857723401	0.6516640517654099	0.5293329692587077
sub-12_UA_trial6	0.760378654318763	0.7557767294886555	0.7317600571034159	0.7015528346075259	0.7725913717163055	0.9207291034884482	0.9408749590238417	0.9542273890989525	0.9122280252213926	0.9264232942056031	0.9384516619931258	0.9370378802699708	0.933387881306238	0.8923974009796549	0.8731610387776498	0.7916760144377873	0.8338850702246031	0.854558292514612	0.8902300361149912	0.8881791328417737	0.8944796139444509	0.8722272336495546	0.7986248931954582	0.6447255727628963	0.48918991263403366
sub-12_UA_trial7	0.7309606858241079	0.6046661514877903	0.5342542858178941	0.4748043450097836	0.4975419195649622	0.36057174459493435	0.32092304871061866	0.44098858068224167	0.5806353540623115	0.726767894501672	0.5319520194546546	0.3796854845521144	0.49897456727374284	0.5486663271725281	0.607306476401896	0.6273802291311553	0.5726160773573868	0.5151187041348002	0.559133340493549	0.48229804065193604	0.530871357245898	0.5162799336866682	0.5783570385034947	0.5906589637543148	0.6697994752279909
sub-12_UA_trial8	0.665993554425977	0.7780046315509194	0.7620635612375434	0.7521894287695186	0.8182374715670274	0.777075997077946	0.7541671353672093	0.6713289613677897	0.7962075303254819	0.8039523982252477	0.6564012512461395	0.6399321130786404	0.6094860457764254	0.6080273556748157	0.6151349673368427	0.7315728207758005	0.7487519349398594	0.7864686034250239	0.7535380104333843	0.6696288746095475	0.625299160516686	0.5159707225782437	0.6765836866060599	0.6823038314715374	0.6609163655213088
sub-12_UA_trial9	0.45111114304270294	-0.02541559953763944	0.47358350933316185	0.4958830434494844	0.49434110386447433	0.5204926399170212	0.7441405000259523	0.7424366080725933	0.7086085038161108	0.7052841448129681	0.8223251964473054	0.8442457563405511	0.8728627646452342	0.9071411162177395	0.9013172535290569	0.9095448262290431	0.9234405866562689	0.8747929269913058	0.6728761854654498	0.7614735533976105	0.8121620027423297	0.7905958118750616	0.8488052596154576	0.8641270636342931	0.8587176844954262
sub-15_AA_trial0	0.47560590730629965	0.5265213036492691	0.4153514620984088	0.7367914675633569	0.8391039019390748	0.8464459939992257	0.8040149561481543	0.7896238644366451	0.7529193222625866	0.6697436288975543	0.6797022866804262	0.701679386913901	0.7423603031114895	0.8184565000369066	0.7871944860538552	0.7638320659330571	0.6157300849555536	0.6023211653575864	0.5685422098557562	0.5028062523120691	0.40274511254907475	0.33656796309745407	-0.03890171378298296	0.3892704020526799	0.4452390667759817
sub-15_AA_trial1	0.48706789538046075	0.3170359671487892	0.271248411932764	0.40132773463315563	0.32482236814719506	0.3585931376558662	0.4801310325635745	0.5407446893740149	0.5816489210349747	0.4516762129501416	0.5159393413123147	0.23301668142276377	0.17849656186594548	0.1446871562205243	0.0023384865722045653	-0.07988906195303899	-0.12605922247324733	-0.19603826237155195	-0.25837797792656403	-0.16076968740554562	0.007692696558496751	0.1406273794217341	0.33761464229026217	0.4210303118374046	0.43324239820630117
