	t0	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	t13	t14	t15	t16	t17	t18	t19	t20	t21	t22	t23	t24
sub-15_AA_trial0	0.6223057101701703	0.6142731240415235	0.534196172587557	0.5036834516506297	0.39347727592714493	0.41530716043960186	0.5868906316764299	0.6036755417698306	0.4556088615586208	0.36305762276344394	0.37007110572389923	0.40485055838810013	0.3711519477235407	0.20125866558560132	0.17811039220602132	0.013021089359823991	0.06894113808584179	-0.3616283487089505	-0.5434138984876984	-0.28406668172466565	-0.18727602047454744	-0.08569507068347665	0.598448839987546	0.7494091847283201	0.7564432860467444
sub-15_AA_trial1	0.19045553900563816	0.12643063615317787	-0.07770544766371543	0.4617982232099528	0.44504381676029287	0.44424128904769694	0.44510744656592	0.5254735912225226	0.5033775568908088	0.5420360785363938	0.6410567597052743	0.6508675246009625	0.5895304522944299	0.5479136498641763	0.5500820334809708	0.5021273135371169	0.6773330901617918	0.6231571430282122	0.7235986180816975	0.6244399549890786	0.6467612715320531	0.5843364540554473	0.4941024955432271	0.5298428729632104	0.5526933772434732
sub-15_AA_trial2	0.1406273794217341	0.33761464229026217	0.4210303118374046	0.43324239820630117	0.7324616546127787	0.46912180125115127	0.5520946158756347	0.547387727531019	0.5627934284708973	0.5636430182181901	0.5416142391197044	0.4306324234523844	0.34477877434304227	0.37013608114979113	0.4260981176795579	0.47178933416355767	0.3613206500224714	0.628833835575934	0.5606208347238139	0.47598090178863484	0.42599926049114933	0.32452765078235507	0.07975448910911415	0.297983866722982	0.2178032042852306
sub-15_UA_trial0	0.008109095138840521	0.08023406445497593	0.08237370164286253	0.07685863237402166	0.08405014645185886	0.04087425752063536	0.12402488662432053	0.3818212295658013	0.38524134054141546	0.42409329349279934	0.7319706196466031	0.7828413802784336	0.7580735373443327	0.7287418871149361	0.7464302619312836	0.7207119808322692	0.6848103045025088	0.5228173554657404	0.5450811847300291	0.5259435803448193	0.5509287759124113	0.6313950701051165	0.1759114262240849	-0.21316752720658927	-0.013338649040158846
sub-15_UA_trial1	0.18187871101751266	-0.05626266556906465	-0.30173618164293586	-0.2590500287380783	-0.24563154687041217	-0.20610169302864043	-0.17407490843833595	0.2667388688499255	0.2159875898151676	0.2277731716647506	0.19445371428204258	0.15238550974854292	-0.1979874614625149	0.17177412132194478	0.320099073066782	0.45441651074303496	0.4391432388267939	0.4696567973608481	0.47883044238134015	0.2935421690601882	0.36952062340657565	0.35118145248723354	0.3859831181766463	0.4289044574036445	0.6178876340599464
sub-15_UA_trial2	0.11337884281603006	0.2247121648466875	0.07505431463305191	0.2891778207805411	0.2989296863313676	0.28895892753867614	0.5040694270750106	0.4892848816490255	0.4270480325163459	0.3498248187030461	0.30640395773681833	0.25445342723886516	0.2283018076379131	0.29529255003166927	0.11266566663470191	0.1692482439576399	0.09209972072512743	0.06801002952387922	-0.3610714219201986	-0.4615263129692523	-0.4376383740093855	-0.48554388450878616	-0.3970045114554617	0.00198114767242519	0.08164931684854555
sub-16_AA_trial0	-0.04414555638805209	0.0230626001410172	-0.007198224321633999	0.31951495072647185	0.3149714171211845	0.45784874824708743	0.41660963228353226	0.37998797388710664	0.3555583956533055	0.2935376519419403	0.2692341863183922	0.49327572082973037	0.534194825011128	0.49144187708744314	0.36175498501116987	0.5678260017457483	0.5759844253515108	0.5005682606971764	0.4685270263861443	0.3634530124357283	0.3134786250761176	0.46301407731463157	0.5203964860445841	0.5989550684501668	0.7021177312519515
sub-16_AA_trial1	0.6945450620626502	0.47304366472567866	0.406125813861213	0.4189097354992087	0.44398418515863514	0.5159481202617135	0.4601964346336178	0.39516989754230236	0.1305217811310948	0.13249364647670286	0.21666473581421358	0.28540318725694536	0.07354518705822063	0.25428031621255953	0.21153095054019375	0.11742870239065924	0.11908410934438192	0.2547674459555815	0.42550480978513616	0.47825870562761175	0.6659224311883785	0.5495521621149785	0.5030524523662862	0.35690651100538273	0.08985302933114762
sub-16_AA_trial2	0.5233345094702377	0.5734413296910278	0.6180786975273269	0.39535113508156344	0.38532027602978625	0.31734232122407074	0.31568845929378275	0.4578394704102041	0.48874733635963546	0.4916310027831458	0.4852938726085913	0.5916650899244165	0.5164500838049177	0.7136839193816236	0.6489437264384121	0.6956267332978897	0.7325698631047479	0.7990578300276204	0.7729124659433095	0.7798862903954021	0.5032014370511031	0.563800507527132	0.5606939449124103	0.4622194644527931	0.35253282726727053
sub-16_UA_trial0	0.8634252716494204	0.8676641532129318	0.8070033156736945	0.8527396232457491	0.8265178298264599	0.8271804983309284	0.6652028778406816	0.5987037269316435	0.6157328110513111	0.6670514806747233	0.7550358377853018	0.6772235602286597	0.7526957404178215	0.7614085625191056	0.8627529377994393	0.8716177031805161	0.7980347820150908	0.7075323784736559	0.5971823621373166	0.5869580283096496	0.6489568863957222	0.6989564304039778	0.7193357644509178	0.8495348525594155	0.7696779028004176
sub-16_UA_trial1	0.7183704390496908	0.6343844976661813	0.43890460259404873	0.4446695470069831	0.2377019525580045	0.3916875664752693	0.46895880175479593	0.569904669454347	0.6620802326528293	0.5009597380941686	0.5654264347631865	0.5024964255563056	0.4102578451034498	0.17508527147686212	0.06555465655535825	-0.07593663695071098	0.10797550944346408	0.20252189465354298	0.13553637158528375	0.2647802686804506	0.32535384508929915	0.6089625309418746	0.7200408526840226	0.7156425814763078	0.5271345969662632
sub-16_UA_trial2	0.7298018761738837	0.7285715675092828	0.7186216051045885	0.7006436038748431	0.6154734642328336	0.3816534645746937	0.4780339392867445	0.3578513459812385	0.4077213275075179	0.33228768683007265	0.27381068778074774	0.0960627936658165	-0.07089068964106113	-0.08584516111083014	-0.12107625351186468	-0.24222883863904007	-0.25183196127953345	0.4131384769640705	0.48137774298173547	0.4251372911484387	0.5703415904563978	0.45192364162968074	0.3828940436794158	0.5095831015897143	0.3630600988587846
