subject	tr	task	roi	beta	tval	zval
sub-06	1000	AA	hMT+ R	0.2564179417945246	2.3102457876426588	2.2869718192756285
sub-06	1000	AA	V1 L	0.04521586746253772	0.2962300407523824	0.29564992615025526
sub-06	1000	AA	V1 R	0.1492328000237644	1.1951244084405779	1.1925087797257072
sub-06	1000	UA	hMT+ L	0.38185497296494775	2.0384438685861803	2.0253682636676458
sub-06	1000	UA	hMT+ R	0.13803590887041053	0.9143914355923564	0.9102456006134815
sub-06	1000	UA	V1 L	0.5143049432333242	2.218540898051057	2.2077977543529235
sub-06	1000	UA	V1 R	0.44382712990362566	2.446896800177565	2.4316216708052134
sub-06	2500	AA	hMT+ L	0.698697425490908	2.6482997932331127	2.588953444043609
sub-06	2500	AA	hMT+ R	0.4386529264954957	2.44367711616147	2.404013134904945
sub-06	2500	AA	V1 L	-0.1569460006928543	-0.6493360037169148	-0.6470335295062594
sub-06	2500	AA	V1 R	-0.06158229248377175	-0.23795201317673786	-0.23704126556586094
sub-06	2500	UA	hMT+ L	1.0415055898819268	4.5913949666099585	4.37230732345433
sub-06	2500	UA	hMT+ R	0.6923002919020209	4.406704472969904	4.219237681013069
sub-06	2500	UA	V1 L	0.9787917755076396	4.687862146735534	4.4771426357827595
sub-06	2500	UA	V1 R	0.7385064279464024	4.041443521087434	3.8844249368603316
sub-07	0500	AA	hMT+ L	2.0678505315706244	10.684401494140616	10.253883084001998
sub-07	0500	AA	hMT+ R	1.1558863300521154	6.995372649296785	6.771480853186585
sub-07	0500	AA	V1 L	0.41424080694855653	2.806438388464265	2.7897002308283207
sub-07	0500	AA	V1 R	0.02267350906152543	0.025350430306545945	0.025733652370668717
sub-07	0500	UA	hMT+ L	1.8163933175160305	8.900645432098436	8.64664811438853
sub-07	0500	UA	hMT+ R	0.781502383894395	4.594066942722247	4.516065853734344
sub-07	0500	UA	V1 L	0.5169547178966113	3.651079686444965	3.6202112785549283
sub-07	0500	UA	V1 R	0.3358596747106635	2.8647811842711888	2.8510177029605948
sub-07	0750	AA	hMT+ L			
sub-07	0750	AA	hMT+ R			
sub-07	0750	AA	V1 L			
sub-07	0750	AA	V1 R			
