subject	tr	task	roi	beta	tval	zval
sub-22	0750	UA	V1 R	0.23900078097069713	2.2203648165088152	2.209033833639261
sub-22	1000	UA	hMT+ L	0.8713368419614727	8.141531398397166	7.698682836697299
sub-22	1000	UA	hMT+ R	0.5112516365023702	4.292392774994521	4.160727137775818
sub-22	1000	UA	V1 L	0.21298983810013022	1.6609152251133403	1.6484654160301704
sub-22	1000	UA	V1 R	0.17688664693167455	1.7998656551251255	1.7872260189458606
sub-22	2500	UA	hMT+ L	0.7066195783903058	3.015820320595431	2.9124969991935674
sub-22	2500	UA	hMT+ R	0.5041035035947773	2.3612019106322766	2.3153532453909382
sub-22	2500	UA	V1 L	-0.09949578724924807	-0.3042249810569637	-0.30279163780278767
sub-22	2500	UA	V1 R	0.09079351740056535	0.3577185991782565	0.3566859645736585
sub-23	0500	UA	hMT+ L	0.6253970842032521	2.6356613583675794	2.623110251758282
sub-23	0500	UA	hMT+ R	0.5134537694574989	2.7447028056736333	2.7357834029723276
sub-23	0500	UA	V1 L	-0.08910838626287648	-0.6086417000279734	-0.6082051520897545
sub-23	0500	UA	V1 R	-0.020719803461141707	-0.14123202535048093	-0.1410361063070443
sub-23	0750	UA	hMT+ L	0.9050965365154119	3.31221144753775	3.2817453253876043
sub-23	0750	UA	hMT+ R	0.5923666629488654	3.055354877814267	3.0367512296510775
sub-23	0750	UA	V1 L	0.1591678974485759	0.7712587031805901	0.770078641678386
sub-23	0750	UA	V1 R	0.1425650476318461	0.9586110246655445	0.9572943219571953
sub-23	1000	UA	hMT+ L	1.0973799586455466	3.77136639185028	3.6976106024821545
sub-23	1000	UA	hMT+ R	0.962553320087556	4.4316732435832344	4.34963326932499
sub-23	1000	UA	V1 L	0.39171723779905515	1.80605731432296	1.7991564991364697
sub-23	1000	UA	V1 R	0.43250574956806137	2.5941006551513626	2.577286318078563
sub-23	2500	UA	hMT+ L	0.5999490936186751	1.981134540533891	1.9104962820090514
sub-23	2500	UA	hMT+ R	0.7413268212713364	2.9887681347130712	2.8885348265877306
sub-23	2500	UA	V1 L	0.38771306901251423	1.6958743827180645	1.6769860746515548
sub-23	2500	UA	V1 R	0.3835904241905496	2.1713076578586428	2.139211897006519
