subject	tr	task	roi	beta	tval	zval
sub-22	0750	UA	hMT+ L	-0.07200579937373588	-0.9942504145123617	-0.991194732334769
sub-22	0750	UA	hMT+ R	0.04803965389823479	0.5910584324163993	0.5903654545008865
sub-22	0750	UA	V1 L	0.08253189637203896	0.505083188371525	0.503719382834584
sub-22	0750	UA	V1 R	-0.11081411530673685	-1.5548951240601092	-1.5498265278475871
sub-22	1000	UA	hMT+ L	-0.21015252201878526	-2.1687721120498	-2.152774979374137
sub-22	1000	UA	hMT+ R	-0.07331168963182329	-0.8354619489396987	-0.8335012701344957
sub-22	1000	UA	V1 L	0.1276830879427779	0.8448083434798648	0.8426619422774634
sub-22	1000	UA	V1 R	-0.07975137598424135	-0.7614092374594176	-0.7598429165210323
sub-22	2500	UA	hMT+ L	-0.0030482766000886506	0.004603458417736779	0.004592477555438219
sub-22	2500	UA	hMT+ R	0.06042235859037834	0.5300393644031887	0.5273617595157921
sub-22	2500	UA	V1 L	0.10390187883380442	0.5802670296307064	0.577410226370632
sub-22	2500	UA	V1 R	-0.06102371822765018	-0.5747795714760948	-0.5721322508712152
sub-23	0500	UA	hMT+ L	-0.04253212077352588	-0.056437868366760145	-0.056465512687818374
sub-23	0500	UA	hMT+ R	0.02467123922787863	0.03698921384252935	0.03700514987244027
sub-23	0500	UA	V1 L	0.22087496486027622	1.3016534292534205	1.3002497627935274
sub-23	0500	UA	V1 R	0.16242341877325114	1.0698812931535484	1.068621680010604
sub-23	0750	UA	hMT+ L	-0.7922842705783802	-3.187704749726473	-3.1665516780975014
sub-23	0750	UA	hMT+ R	-0.43700882949559205	-2.515685828519022	-2.505221138675721
sub-23	0750	UA	V1 L	-0.34685867556623035	-1.9277470725478123	-1.9227323694262073
sub-23	0750	UA	V1 R	-0.250348798663165	-1.6873155198419185	-1.6832287949732119
sub-23	1000	UA	hMT+ L	-0.7239151677562352	-2.682751745999309	-2.6588647360087254
sub-23	1000	UA	hMT+ R	-0.5881079668493285	-2.896836605173589	-2.8731489651355755
sub-23	1000	UA	V1 L	-0.21152800226210577	-1.0539825019823195	-1.0517873969014289
sub-23	1000	UA	V1 R	-0.20711548777904545	-1.3169596679629858	-1.3137575491218705
sub-23	2500	UA	hMT+ L	-0.18824839966173587	-0.593195476264367	-0.5867474285751659
sub-23	2500	UA	hMT+ R	-0.32452749456135005	-1.4100884625424779	-1.390233530953318
sub-23	2500	UA	V1 L	-0.12395389835998998	-0.592268857982884	-0.5889568388089896
sub-23	2500	UA	V1 R	-0.08550783342163254	-0.5140982711325063	-0.5113189504001519
